location,buckwalter,part of speech,treebank,arabic,meaning
(41:9:11:1),>andaAdFA,N,STEM|POS:N|LEM:>andaAd|ROOT:ndd|MP|INDEF|ACC,أَندَادًا,
(41:9:12:1),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(41:9:13:1),rab~u,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM,رَبُّ,
(41:9:14:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:9:14:2),Ea`lamiyna,N,STEM|POS:N|LEM:Ea`lamiyn|ROOT:Elm|MP|GEN,عَٰلَمِينَ,
(41:10:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:10:1:2),jaEala,V,STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS,جَعَلَ,
(41:10:2:1),fiy,P,STEM|POS:P|LEM:fiY,فِي,
(41:10:2:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(41:10:3:1),rawa`siYa,N,STEM|POS:N|ACT|PCPL|LEM:rawa`siY|ROOT:rsw|FP|ACC,رَوَٰسِىَ,
(41:10:4:1),min,P,STEM|POS:P|LEM:min,مِن,
(41:10:5:1),fawoqi,N,STEM|POS:N|LEM:fawoq|ROOT:fwq|M|GEN,فَوْقِ,
(41:10:5:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(41:10:6:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:10:6:2),ba`raka,V,STEM|POS:V|PERF|(III)|LEM:ba`raka|ROOT:brk|3MS,بَٰرَكَ,
(41:10:7:1),fiy,P,STEM|POS:P|LEM:fiY,فِي,
(41:10:7:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(41:10:8:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:10:8:2),qad~ara,V,STEM|POS:V|PERF|(II)|LEM:qad~ara|ROOT:qdr|3MS,قَدَّرَ,
(41:10:9:1),fiy,P,STEM|POS:P|LEM:fiY,فِي,
(41:10:9:2),haA^,PRON,SUFFIX|PRON:3FS,هَا^,
(41:10:10:1),>aqowa`ta,N,STEM|POS:N|LEM:>aqowa`t|ROOT:qwt|MP|ACC,أَقْوَٰتَ,
(41:10:10:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(41:10:11:1),fiY^,P,STEM|POS:P|LEM:fiY,فِى^,
(41:10:12:1),>arobaEapi,N,STEM|POS:N|LEM:>arobaEap|ROOT:rbE|F|GEN,أَرْبَعَةِ,
(41:10:13:1),>ay~aAmK,N,STEM|POS:N|LEM:yawom|ROOT:ywm|MP|INDEF|GEN,أَيَّامٍ,
(41:10:14:1),sawaA^'F,N,STEM|POS:N|LEM:sawaA^'|ROOT:swy|M|INDEF|ACC,سَوَا^ءً,
(41:10:15:1),l~i,P,PREFIX|l:P+,لِّ,
(41:10:15:2),l,DET,PREFIX|Al+,ل,
(41:10:15:3),s~aA^}iliyna,N,STEM|POS:N|ACT|PCPL|LEM:saA^}il|ROOT:sAl|MP|GEN,سَّا^ئِلِينَ,
(41:11:1:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~,ثُمَّ,
(41:11:2:1),{sotawaY`^,V,STEM|POS:V|PERF|(VIII)|LEM:{sotawaY`^|ROOT:swy|3MS,ٱسْتَوَىٰ^,
(41:11:3:1),<ilaY,P,STEM|POS:P|LEM:<ilaY`,إِلَى,
(41:11:4:1),{l,DET,PREFIX|Al+,ٱل,
(41:11:4:2),s~amaA^'i,N,STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN,سَّمَا^ءِ,
(41:11:5:1),wa,CIRC,PREFIX|w:CIRC+,وَ,
(41:11:5:2),hiYa,PRON,STEM|POS:PRON|3FS,هِىَ,
(41:11:6:1),duxaAnN,N,STEM|POS:N|LEM:duxaAn|ROOT:dxn|M|INDEF|NOM,دُخَانٌ,
(41:11:7:1),fa,CONJ,PREFIX|f:CONJ+,فَ,
(41:11:7:2),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(41:11:8:1),la,P,PREFIX|l:P+,لَ,
(41:11:8:2),haA,PRON,STEM|POS:PRON|3FS,هَا,
(41:11:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:11:9:2),li,P,PREFIX|l:P+,لِ,
(41:11:9:3),lo,DET,PREFIX|Al+,لْ,
(41:11:9:4),>aroDi,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN,أَرْضِ,
(41:11:10:1),{}otiya,V,STEM|POS:V|IMPV|LEM:>ataY|ROOT:Aty|2MD,ٱئْتِيَ,
(41:11:10:2),A,PRON,SUFFIX|PRON:2MD,ا,
(41:11:11:1),TawoEFA,N,STEM|POS:N|LEM:TawoE|ROOT:TwE|M|INDEF|ACC,طَوْعًا,
(41:11:12:1),>awo,CONJ,STEM|POS:CONJ|LEM:>aw,أَوْ,
(41:11:13:1),karohFA,N,STEM|POS:N|LEM:karoh|ROOT:krh|M|INDEF|ACC,كَرْهًا,
(41:11:14:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3FD,قَالَ,
(41:11:14:2),taA^,PRON,SUFFIX|PRON:3FD,تَا^,
(41:11:15:1),>atayo,V,STEM|POS:V|PERF|LEM:>ataY|ROOT:Aty|1P,أَتَيْ,
(41:11:15:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:11:16:1),TaA^}iEiyna,N,STEM|POS:N|ACT|PCPL|LEM:TaA^}iEiyn|ROOT:TwE|MP|ACC,طَا^ئِعِينَ,
(41:12:1:1),fa,REM,PREFIX|f:REM+,فَ,
(41:12:1:2),qaDaY`,V,STEM|POS:V|PERF|LEM:qaDaY`^|ROOT:qDy|3MS,قَضَىٰ,
(41:12:1:3),hun~a,PRON,SUFFIX|PRON:3FP,هُنَّ,
(41:12:2:1),saboEa,N,STEM|POS:N|LEM:saboE|ROOT:sbE|M|ACC,سَبْعَ,
(41:12:3:1),sama`waAtK,N,STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|INDEF|GEN,سَمَٰوَاتٍ,
(41:12:4:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(41:12:5:1),yawomayoni,N,STEM|POS:N|LEM:yawom|ROOT:ywm|MD|GEN,يَوْمَيْنِ,
(41:12:6:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:12:6:2),>awoHaY`,V,STEM|POS:V|PERF|(IV)|LEM:>awoHaY`^|ROOT:wHy|3MS,أَوْحَىٰ,
(41:12:7:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(41:12:8:1),kul~i,N,STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN,كُلِّ,
(41:12:9:1),samaA^'K,N,STEM|POS:N|LEM:samaA^'|ROOT:smw|F|INDEF|GEN,سَمَا^ءٍ,
(41:12:10:1),>amora,N,STEM|POS:N|LEM:>amor|ROOT:Amr|M|ACC,أَمْرَ,
(41:12:10:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(41:12:11:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:12:11:2),zay~a,V,STEM|POS:V|PERF|(II)|LEM:zay~ana|ROOT:zyn|1P,زَيَّ,
(41:12:11:3),n~aA,PRON,SUFFIX|PRON:1P,نَّا,
(41:12:12:1),{l,DET,PREFIX|Al+,ٱل,
(41:12:12:2),s~amaA^'a,N,STEM|POS:N|LEM:samaA^'|ROOT:smw|F|ACC,سَّمَا^ءَ,
(41:12:13:1),{l,DET,PREFIX|Al+,ٱل,
(41:12:13:2),d~unoyaA,ADJ,STEM|POS:ADJ|LEM:d~unoyaA|ROOT:dnw|FS|ACC,دُّنْيَا,
(41:12:14:1),bi,P,PREFIX|bi+,بِ,
(41:12:14:2),maSa`biyHa,N,STEM|POS:N|LEM:miSobaAH|ROOT:SbH|MP|GEN,مَصَٰبِيحَ,
(41:12:15:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:12:15:2),HifoZFA,N,STEM|POS:N|LEM:HifoZ|ROOT:HfZ|M|INDEF|ACC,حِفْظًا,
(41:12:16:1),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(41:12:17:1),taqodiyru,N,STEM|POS:N|VN|(II)|LEM:taqodiyr|ROOT:qdr|M|NOM,تَقْدِيرُ,
(41:12:18:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:12:18:2),Eaziyzi,N,STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|GEN,عَزِيزِ,
(41:12:19:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:12:19:2),Ealiymi,ADJ,STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|GEN,عَلِيمِ,
(41:13:1:1),fa,REM,PREFIX|f:REM+,فَ,
(41:13:1:2),<ino,COND,STEM|POS:COND|LEM:<in,إِنْ,
(41:13:2:1),>aEoraDu,V,STEM|POS:V|PERF|(IV)|LEM:>aEoraDa|ROOT:ErD|3MP,أَعْرَضُ,
(41:13:2:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:13:3:1),fa,REM,PREFIX|f:REM+,فَ,
(41:13:3:2),qulo,V,STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS,قُلْ,
(41:13:4:1),>an*aro,V,STEM|POS:V|PERF|(IV)|LEM:>an*ara|ROOT:n*r|1S,أَنذَرْ,
(41:13:4:2),tu,PRON,SUFFIX|PRON:1S,تُ,
(41:13:4:3),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(41:13:5:1),Sa`EiqapF,N,STEM|POS:N|LEM:SaAEiqap|ROOT:SEq|FS|INDEF|ACC,صَٰعِقَةً,
(41:13:6:1),m~ivola,N,STEM|POS:N|LEM:mivol|ROOT:mvl|M|ACC,مِّثْلَ,
(41:13:7:1),Sa`Eiqapi,N,STEM|POS:N|LEM:SaAEiqap|ROOT:SEq|FS|GEN,صَٰعِقَةِ,
(41:13:8:1),EaAdK,PN,STEM|POS:PN|LEM:EaAd2|ROOT:Ewd|INDEF|GEN,عَادٍ,
(41:13:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:13:9:2),vamuwda,PN,STEM|POS:PN|LEM:vamuwd|GEN,ثَمُودَ,
(41:14:1:1),<i*o,T,STEM|POS:T|LEM:<i*,إِذْ,
(41:14:2:1),jaA^'ato,V,STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3FS,جَا^ءَتْ,
(41:14:2:2),humu,PRON,SUFFIX|PRON:3MP,هُمُ,
(41:14:3:1),{l,DET,PREFIX|Al+,ٱل,
(41:14:3:2),r~usulu,N,STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|NOM,رُّسُلُ,
(41:14:4:1),min[,P,STEM|POS:P|LEM:min,مِن[,
(41:14:5:1),bayoni,N,STEM|POS:N|LEM:bayon|ROOT:byn|GEN,بَيْنِ,
(41:14:6:1),>ayodiy,N,STEM|POS:N|LEM:yad|ROOT:ydy|FP|NOM,أَيْدِي,
(41:14:6:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(41:14:7:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:14:7:2),mino,P,STEM|POS:P|LEM:min,مِنْ,
(41:14:8:1),xalofi,N,STEM|POS:N|LEM:xalof|ROOT:xlf|M|GEN,خَلْفِ,
(41:14:8:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(41:14:9:1),>a,SUB,STEM|POS:SUB|LEM:>an,أَ,
(41:14:9:2),l~aA,NEG,STEM|POS:NEG|LEM:laA,لَّا,
(41:14:10:1),taEobudu,V,STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|2MP|MOOD:SUBJ,تَعْبُدُ,
(41:14:10:2),w^A@,PRON,SUFFIX|PRON:2MP,و^ا@,
(41:14:11:1),<il~aA,RES,STEM|POS:RES|LEM:<il~aA,إِلَّا,
(41:14:12:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(41:14:13:1),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(41:14:13:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:14:14:1),lawo,COND,STEM|POS:COND|LEM:law,لَوْ,
(41:14:15:1),$aA^'a,V,STEM|POS:V|PERF|LEM:$aA^'a|ROOT:$yA|3MS,شَا^ءَ,
(41:14:16:1),rab~u,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM,رَبُّ,
(41:14:16:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:14:17:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(41:14:17:2),>anzala,V,STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS,أَنزَلَ,
(41:14:18:1),mala`^}ikapF,N,STEM|POS:N|LEM:malak|ROOT:mlk|MP|INDEF|ACC,مَلَٰ^ئِكَةً,
(41:14:19:1),fa,REM,PREFIX|f:REM+,فَ,
(41:14:19:2),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(41:14:19:3),A,PRON,SUFFIX|PRON:1P,ا,
(41:14:20:1),bi,P,PREFIX|bi+,بِ,
(41:14:20:2),maA^,REL,STEM|POS:REL|LEM:maA,مَا^,
(41:14:21:1),>urosilo,V,STEM|POS:V|PERF|PASS|(IV)|LEM:>arosala|ROOT:rsl|2MP,أُرْسِلْ,
(41:14:21:2),tum,PRON,SUFFIX|PRON:2MP,تُم,
(41:14:22:1),bi,P,PREFIX|bi+,بِ,
(41:14:22:2),hi.,PRON,STEM|POS:PRON|3MS,هِ.,
(41:14:23:1),ka`firuwna,N,STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM,كَٰفِرُونَ,
(41:15:1:1),fa,REM,PREFIX|f:REM+,فَ,
(41:15:1:2),>am~aA,COND,STEM|POS:COND|LEM:>am~aA,أَمَّا,
(41:15:2:1),EaAdN,PN,STEM|POS:PN|LEM:EaAd2|ROOT:Ewd|NOM,عَادٌ,
(41:15:3:1),fa,REM,PREFIX|f:REM+,فَ,
(41:15:3:2),{sotakobaru,V,STEM|POS:V|PERF|(X)|LEM:{sotakobara|ROOT:kbr|3MP,ٱسْتَكْبَرُ,
(41:15:3:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:15:4:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(41:15:5:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:15:5:2),>aroDi,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN,أَرْضِ,
(41:15:6:1),bi,P,PREFIX|bi+,بِ,
(41:15:6:2),gayori,N,STEM|POS:N|LEM:gayor|ROOT:gyr|M|GEN,غَيْرِ,
(41:15:7:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:15:7:2),Haq~i,N,STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN,حَقِّ,
(41:15:8:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:15:8:2),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(41:15:8:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:15:9:1),mano,REL,STEM|POS:REL|LEM:man,مَنْ,
(41:15:10:1),>a$ad~u,N,STEM|POS:N|LEM:>a$ad~|ROOT:$dd|MS|NOM,أَشَدُّ,
(41:15:11:1),min~a,P,STEM|POS:P|LEM:min,مِنَّ,
(41:15:11:2),A,PRON,SUFFIX|PRON:1P,ا,
(41:15:12:1),quw~apF,N,STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|ACC,قُوَّةً,
(41:15:13:1),>a,INTG,PREFIX|A:INTG+,أَ,
(41:15:13:2),wa,SUP,PREFIX|w:SUP+,وَ,
(41:15:13:3),lamo,NEG,STEM|POS:NEG|LEM:lam,لَمْ,
(41:15:14:1),yara,V,STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|3MP|MOOD:JUS,يَرَ,
(41:15:14:2),woA@,PRON,SUFFIX|PRON:3MP,وْا@,
(41:15:15:1),>an~a,ACC,STEM|POS:ACC|LEM:>an~|SP:<in~,أَنَّ,
(41:15:16:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(41:15:17:1),{l~a*iY,REL,STEM|POS:REL|LEM:{l~a*iY|MS,ٱلَّذِى,
(41:15:18:1),xalaqa,V,STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS,خَلَقَ,
(41:15:18:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:15:19:1),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(41:15:20:1),>a$ad~u,N,STEM|POS:N|LEM:>a$ad~|ROOT:$dd|MS|NOM,أَشَدُّ,
(41:15:21:1),mino,P,STEM|POS:P|LEM:min,مِنْ,
(41:15:21:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:15:22:1),quw~apF,N,STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|ACC,قُوَّةً,
(41:15:23:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:15:23:2),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(41:15:23:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:15:24:1),bi,P,PREFIX|bi+,بِ,
(41:15:24:2),_#aAya`ti,N,STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN,ـ#َايَٰتِ,
(41:15:24:3),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:15:25:1),yajoHadu,V,STEM|POS:V|IMPF|LEM:jaHadu|ROOT:jHd|3MP,يَجْحَدُ,
(41:15:25:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:16:1:1),fa,REM,PREFIX|f:REM+,فَ,
(41:16:1:2),>arosalo,V,STEM|POS:V|PERF|(IV)|LEM:>arosala|ROOT:rsl|1P,أَرْسَلْ,
(41:16:1:3),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:16:2:1),Ealayo,P,STEM|POS:P|LEM:EalaY`,عَلَيْ,
(41:16:2:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(41:16:3:1),riyHFA,N,STEM|POS:N|LEM:riyH|ROOT:rwH|F|INDEF|ACC,رِيحًا,
(41:16:4:1),SaroSarFA,ADJ,STEM|POS:ADJ|LEM:SaroSar|ROOT:SrSr|MS|INDEF|ACC,صَرْصَرًا,
(41:16:5:1),fiY^,P,STEM|POS:P|LEM:fiY,فِى^,
(41:16:6:1),>ay~aAmK,N,STEM|POS:N|LEM:yawom|ROOT:ywm|MP|INDEF|GEN,أَيَّامٍ,
(41:16:7:1),n~aHisaAtK,ADJ,STEM|POS:ADJ|LEM:n~aHisaAt|ROOT:nHs|FP|INDEF|GEN,نَّحِسَاتٍ,
(41:16:8:1),l~i,PRP,PREFIX|l:PRP+,لِّ,
(41:16:8:2),nu*iyqa,V,STEM|POS:V|IMPF|(IV)|LEM:>a*aAqa|ROOT:*wq|1P|MOOD:SUBJ,نُذِيقَ,
(41:16:8:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:16:9:1),Ea*aAba,N,STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|ACC,عَذَابَ,
(41:16:10:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:16:10:2),xizoYi,N,STEM|POS:N|LEM:xizoY|ROOT:xzy|M|GEN,خِزْىِ,
(41:16:11:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(41:16:12:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:16:12:2),Hayaw`pi,N,STEM|POS:N|LEM:Hayaw`p|ROOT:Hyy|F|GEN,حَيَوٰةِ,
(41:16:13:1),{l,DET,PREFIX|Al+,ٱل,
(41:16:13:2),d~unoyaA,ADJ,STEM|POS:ADJ|LEM:d~unoyaA|ROOT:dnw|FS|GEN,دُّنْيَا,
(41:16:14:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:16:14:2),la,EMPH,PREFIX|l:EMPH+,لَ,
(41:16:14:3),Ea*aAbu,N,STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|NOM,عَذَابُ,
(41:16:15:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:16:15:2),'aAxirapi,N,STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN,ءَاخِرَةِ,
(41:16:16:1),>axozaY`,N,STEM|POS:N|LEM:>axozaY`|ROOT:xzy|MS|NOM,أَخْزَىٰ,
(41:16:17:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:16:17:2),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(41:16:18:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(41:16:19:1),yunSaru,V,STEM|POS:V|IMPF|PASS|LEM:naSara|ROOT:nSr|3MP,يُنصَرُ,
(41:16:19:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:17:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:17:1:2),>am~aA,COND,STEM|POS:COND|LEM:>am~aA,أَمَّا,
(41:17:2:1),vamuwdu,PN,STEM|POS:PN|LEM:vamuwd|NOM,ثَمُودُ,
(41:17:3:1),fa,REM,PREFIX|f:REM+,فَ,
(41:17:3:2),hadayo,V,STEM|POS:V|PERF|LEM:hadaY|ROOT:hdy|1P,هَدَيْ,
(41:17:3:3),na`,PRON,SUFFIX|PRON:1P,نَٰ,
(41:17:3:4),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:17:4:1),fa,REM,PREFIX|f:REM+,فَ,
(41:17:4:2),{sotaHab~u,V,STEM|POS:V|PERF|(X)|LEM:{sotaHab~u|ROOT:Hbb|3MP,ٱسْتَحَبُّ,
(41:17:4:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:17:5:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:17:5:2),EamaY`,N,STEM|POS:N|LEM:EamFY|ROOT:Emy|M|GEN,عَمَىٰ,
(41:17:6:1),EalaY,P,STEM|POS:P|LEM:EalaY`,عَلَى,
(41:17:7:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:17:7:2),hudaY`,N,STEM|POS:N|LEM:hudFY|ROOT:hdy|M|GEN,هُدَىٰ,
(41:17:8:1),fa,REM,PREFIX|f:REM+,فَ,
(41:17:8:2),>axa*ato,V,STEM|POS:V|PERF|LEM:>axa*a|ROOT:Ax*|3FS,أَخَذَتْ,
(41:17:8:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:17:9:1),Sa`Eiqapu,N,STEM|POS:N|LEM:SaAEiqap|ROOT:SEq|FS|NOM,صَٰعِقَةُ,
(41:17:10:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:17:10:2),Ea*aAbi,N,STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|GEN,عَذَابِ,
(41:17:11:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:17:11:2),huwni,ADJ,STEM|POS:ADJ|LEM:huwn|ROOT:hwn|M|GEN,هُونِ,
(41:17:12:1),bi,P,PREFIX|bi+,بِ,
(41:17:12:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(41:17:13:1),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(41:17:13:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:17:14:1),yakosibu,V,STEM|POS:V|IMPF|LEM:kasaba|ROOT:ksb|3MP,يَكْسِبُ,
(41:17:14:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:18:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:18:1:2),naj~ayo,V,STEM|POS:V|PERF|(II)|LEM:naj~aY`|ROOT:njw|1P,نَجَّيْ,
(41:18:1:3),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:18:2:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(41:18:3:1),'aAmanu,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP,ءَامَنُ,
(41:18:3:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:18:4:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:18:4:2),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(41:18:4:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:18:5:1),yat~aqu,V,STEM|POS:V|IMPF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|3MP,يَتَّقُ,
(41:18:5:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:19:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:19:1:2),yawoma,T,STEM|POS:T|LEM:yawom|ROOT:ywm|M|ACC,يَوْمَ,
(41:19:2:1),yuHo$aru,V,STEM|POS:V|IMPF|PASS|LEM:Ha$ara|ROOT:H$r|3MS,يُحْشَرُ,
(41:19:3:1),>aEodaA^'u,N,STEM|POS:N|LEM:Eaduw~|ROOT:Edw|MP|NOM,أَعْدَا^ءُ,
(41:19:4:1),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(41:19:5:1),<ilaY,P,STEM|POS:P|LEM:<ilaY`,إِلَى,
(41:19:6:1),{l,DET,PREFIX|Al+,ٱل,
(41:19:6:2),n~aAri,N,STEM|POS:N|LEM:naAr|ROOT:nwr|F|GEN,نَّارِ,
(41:19:7:1),fa,REM,PREFIX|f:REM+,فَ,
(41:19:7:2),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(41:19:8:1),yuwzaEu,V,STEM|POS:V|IMPF|PASS|LEM:yuwzaEu|ROOT:wzE|3MP,يُوزَعُ,
(41:19:8:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:20:1:1),Hat~aY`^,INC,STEM|POS:INC|LEM:Hat~aY`,حَتَّىٰ^,
(41:20:2:1),<i*aA,T,STEM|POS:T|LEM:<i*aA,إِذَا,
(41:20:3:1),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(41:20:4:1),jaA^'u,V,STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MP,جَا^ءُ,
(41:20:4:2),w,PRON,SUFFIX|PRON:3MP,و,
(41:20:4:3),haA,PRON,SUFFIX|PRON:3FS,هَا,
(41:20:5:1),$ahida,V,STEM|POS:V|PERF|LEM:$ahida|ROOT:$hd|3MS,شَهِدَ,
(41:20:6:1),Ealayo,P,STEM|POS:P|LEM:EalaY`,عَلَيْ,
(41:20:6:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(41:20:7:1),samoEu,N,STEM|POS:N|LEM:samoE|ROOT:smE|M|NOM,سَمْعُ,
(41:20:7:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:20:8:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:20:8:2),>aboSa`ru,N,STEM|POS:N|LEM:baSar|ROOT:bSr|MP|NOM,أَبْصَٰرُ,
(41:20:8:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:20:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:20:9:2),juluwdu,N,STEM|POS:N|LEM:juluwd|ROOT:jld|MP|NOM,جُلُودُ,
(41:20:9:3),hum,PRON,SUFFIX|PRON:3MP,هُم,
(41:20:10:1),bi,P,PREFIX|bi+,بِ,
